date,age_group,male_cases,male_cases_percentage,male_deaths,male_deaths_percentage,male_fatality_rate,female_cases,female_cases_percentage,female_deaths,female_deaths_percentage,female_fatality_rate,cases,cases_percentage,deaths,deaths_percentage,fatality_rate
2020-04-28T16:00,0-9,784,53.47885402455662,1,50.0,0.12755102040816327,682,46.52114597544338,1,50.0,0.1466275659824047,1478,0.7409635534165538,2,0.00793178663493952,0.13531799729364005
2020-04-28T16:00,10-19,1250,49.92012779552716,0,0.0,0.0,1254,50.07987220447284,0,0.0,0.0,2511,1.2588359151752142,0,0.0,0.0
2020-04-28T16:00,20-29,4476,43.43944099378882,6,75.0,0.13404825737265416,5828,56.56055900621118,2,25.0,0.03431708991077557,10377,5.202286058053843,8,0.03172714653975808,0.07709357232340754
2020-04-28T16:00,30-39,6712,45.18952400188514,32,65.3061224489796,0.47675804529201427,8141,54.81047599811486,17,34.69387755102041,0.20881955533718216,14907,7.47330425627914,49,0.19432877255601824,0.328704635406185
2020-04-28T16:00,40-49,10882,42.551028388206774,168,75.0,1.5438338540709429,14692,57.44897161179323,56,25.0,0.38115981486523276,25644,12.856068581741614,224,0.8883601031132263,0.8734986741537982
2020-04-28T16:00,50-59,17077,47.545730434056296,724,78.86710239651417,4.23962054224981,18840,52.454269565943704,194,21.13289760348584,1.029723991507431,35986,18.040808141575173,918,3.6406900654372394,2.5509920524648475
2020-04-28T16:00,60-69,16991,61.055014553163964,2109,77.33773377337734,12.412453651933376,10838,38.944985446836036,618,22.662266226622663,5.7021590699391025,27880,13.977039153757456,2727,10.814991076740036,9.781205164992826
2020-04-28T16:00,70-79,17652,58.60557768924303,5214,71.51282402962556,29.53772943575799,12468,41.39442231075697,2077,28.487175970374434,16.658646134103307,30158,15.119065523637639,7291,28.915328177672023,24.176006366469924
2020-04-28T16:00,80-89,14943,42.43482705742034,6045,59.027438726686846,40.453724151776754,20271,57.56517294257966,4196,40.972561273313154,20.699521483893246,35262,17.67784629267559,10241,40.61471346420781,29.04259542850661
2020-04-28T16:00,>=90,3371,22.21563200210887,1363,36.2982689747004,40.43310590329279,11803,77.78436799789114,2392,63.7017310252996,20.266034059137507,15186,7.61317491352083,3755,14.89192940709895,24.726721980771764
2020-04-28T16:00,unknown,36,45.0,0,0.0,0.0,44,55.00000000000001,0,0.0,0.0,81,0.0406076101669424,0,0.0,0.0
