date,age_group,male_cases,male_cases_percentage,male_deaths,male_deaths_percentage,male_fatality_rate,female_cases,female_cases_percentage,female_deaths,female_deaths_percentage,female_fatality_rate,cases,cases_percentage,deaths,deaths_percentage,fatality_rate
2020-03-23T16:00,0-9,181,57.27848101265823,0,0.0,0.0,135,42.721518987341774,0,0.0,0.0,318,0.5483798651468381,0,0.0,0.0
2020-03-23T16:00,10-19,200,52.083333333333336,0,0.0,0.0,184,47.91666666666667,0,0.0,0.0,386,0.6656434841090552,0,0.0,0.0
2020-03-23T16:00,20-29,983,45.7422056770591,0,0.0,0.0,1166,54.2577943229409,0,0.0,0.0,2192,3.780027246546759,0,0.0,0.0
2020-03-23T16:00,30-39,1988,50.45685279187817,9,75.0,0.45271629778672035,1952,49.54314720812183,3,25.0,0.15368852459016394,3995,6.889237614030247,12,0.23909145248057379,0.3003754693366708
2020-03-23T16:00,40-49,3601,50.20214693991356,31,75.60975609756098,0.860871980005554,3572,49.79785306008643,10,24.390243902439025,0.2799552071668533,7267,12.53168704409457,41,0.8168957959752939,0.5641943030136232
2020-03-23T16:00,50-59,6276,56.22144584789035,129,77.24550898203593,2.0554493307839388,4887,43.77855415210965,38,22.75449101796407,0.7775731532637611,11280,19.45196502785011,168,3.3472803347280333,1.4893617021276597
2020-03-23T16:00,60-69,6943,67.09509083880944,437,81.52985074626866,6.29410917470834,3405,32.904909161190574,99,18.470149253731343,2.907488986784141,10423,17.97409853592923,541,10.779039649332537,5.1904442099203685
2020-03-23T16:00,70-79,7458,66.3523131672598,1371,77.8534923339012,18.38294448913918,3782,33.64768683274021,390,22.14650766609881,10.312004230565838,11320,19.52094362723965,1768,35.22614066547121,15.618374558303888
2020-03-23T16:00,80-89,4930,57.863849765258216,1358,67.42800397219465,27.545638945233264,3590,42.136150234741784,656,32.57199602780536,18.27298050139276,8579,14.794185104071461,2023,40.306834030683405,23.580836927380812
2020-03-23T16:00,>=90,678,35.3125,208,45.119305856832966,30.678466076696164,1242,64.6875,253,54.880694143167034,20.37037037037037,1935,3.336839745468968,465,9.264793783622235,24.031007751937985
2020-03-23T16:00,unknown,161,55.32646048109966,1,100.0,0.6211180124223602,130,44.67353951890035,0,0.0,0.0,294,0.5069927055131146,1,0.019924287706714484,0.3401360544217687
