date,age_group,male_cases,male_cases_percentage,male_deaths,male_deaths_percentage,male_fatality_rate,female_cases,female_cases_percentage,female_deaths,female_deaths_percentage,female_fatality_rate,cases,cases_percentage,deaths,deaths_percentage,fatality_rate
2020-11-11T11:00,0-9,17800,51.88294275387665,1,25.0,0.0056179775280898875,16508,48.11705724612335,3,75.0,0.01817300702689605,34309,3.5010076787673157,4,0.009583822507607158,0.01165874843335568
2020-11-11T11:00,10-19,45223,53.16350042321076,0,0.0,0.0,39841,46.836499576789244,1,100.0,0.002509977159207851,85064,8.680221434220261,1,0.0023959556269017896,0.0011755854415498917
2020-11-11T11:00,20-29,63007,51.62477058206607,10,76.92307692307693,0.015871252400526926,59041,48.37522941793393,3,23.076923076923077,0.005081214749072679,122052,12.454603433761065,13,0.03114742314972327,0.01065119785009668
2020-11-11T11:00,30-39,59621,50.16238136905162,57,67.05882352941175,0.09560389795541839,59235,49.83761863094838,28,32.94117647058823,0.047269350890520805,118862,12.129084925635858,85,0.20365622828665214,0.07151150073194125
2020-11-11T11:00,40-49,70653,46.76002832617458,261,71.900826446281,0.3694110653475436,80444,53.23997167382542,102,28.09917355371901,0.12679628064243448,151099,15.418658639251001,363,0.8697318925653498,0.24023984275210294
2020-11-11T11:00,50-59,83897,48.578773964551864,1088,75.50312283136711,1.2968282536920273,88806,51.42122603544814,353,24.496877168632896,0.39749566470733955,172707,17.62361284726651,1441,3.4525720583654795,0.8343610855379342
2020-11-11T11:00,60-69,58632,55.46232795724353,3132,75.81699346405229,5.341792877609496,47083,44.53767204275646,999,24.18300653594771,2.121784932990676,105716,10.787622133217683,4131,9.897692694731292,3.9076393355783416
2020-11-11T11:00,70-79,44821,54.569915383210564,7394,69.08343455106045,16.49673144285045,37314,45.430084616789436,3309,30.916565448939547,8.867985206624859,82135,8.381336258578024,10703,25.643913074729856,13.030985572533025
2020-11-11T11:00,80-89,31932,41.4787488309259,9454,55.11572319710838,29.606664161342856,45052,58.5212511690741,7699,44.88427680289162,17.089141436562194,76991,7.856424908798694,17153,41.0978268682464,22.279227442168565
2020-11-11T11:00,>=90,6938,22.43419776240057,2599,33.167432363450736,37.460363217065435,23988,77.56580223759943,5237,66.83256763654926,21.8317492079373,30926,3.1557947906834363,7836,18.774708292402426,25.337903382267346
2020-11-11T11:00,unknown,58,50.877192982456144,4,57.14285714285714,6.896551724137931,56,49.122807017543856,3,42.857142857142854,5.357142857142857,114,0.011632949820148474,7,0.016771689388312527,6.140350877192982
