date,age_group,male_cases,male_cases_percentage,male_deaths,male_deaths_percentage,male_fatality_rate,female_cases,female_cases_percentage,female_deaths,female_deaths_percentage,female_fatality_rate,cases,cases_percentage,deaths,deaths_percentage,fatality_rate
2020-06-30T11:00,0-9,1154,52.71813613522156,1,25.0,0.08665511265164644,1035,47.28186386477844,3,75.0,0.2898550724637681,2189,0.910357447339419,4,0.01185677021579322,0.1827318410232983
2020-06-30T11:00,10-19,1954,50.064053292339224,0,0.0,0.0,1949,49.935946707660776,0,0.0,0.0,3903,1.6231727350231853,0,0.0,0.0
2020-06-30T11:00,20-29,6204,44.31112063424042,12,75.0,0.19342359767891684,7797,55.68887936575959,4,25.0,0.05130178273695011,14005,5.824374623110353,16,0.04742708086317288,0.11424491253123885
2020-06-30T11:00,30-39,8586,44.96700534199225,43,65.15151515151516,0.5008152806894945,10508,55.03299465800775,23,34.84848484848485,0.21888085268366958,19098,7.942442452849805,66,0.1956367085605881,0.34558592522777254
2020-06-30T11:00,40-49,13197,41.99121802214586,213,71.95945945945947,1.6140031825414867,18231,58.00878197785414,83,28.040540540540544,0.45526849871098685,31429,13.070636917510553,296,0.8774009959686981,0.9418053390181043
2020-06-30T11:00,50-59,19867,46.16045911847394,893,76.06473594548552,4.494891025318367,23172,53.83954088152606,281,23.93526405451448,1.2126704643535302,43041,17.89981493418727,1174,3.479962058335309,2.727631792941614
2020-06-30T11:00,60-69,19069,59.48652358372848,2600,76.22398123717386,13.634695054800986,12987,40.51347641627153,811,23.77601876282615,6.2447062447062445,32057,13.331808446486868,3411,10.110860801517667,10.640421748760021
2020-06-30T11:00,70-79,19489,57.10392920976296,6201,69.6037714670558,31.817948586382062,14640,42.89607079023704,2708,30.396228532944214,18.497267759562842,34129,14.19350814081637,8909,26.407991463125448,26.103899909168156
2020-06-30T11:00,80-89,16777,40.446973167144826,7621,55.25667053364269,45.42528461584312,24702,59.55302683285518,6171,44.74332946635731,24.981782851590964,41486,17.25312428520929,13792,40.88214370405501,33.24495010364942
2020-06-30T11:00,>=90,3860,20.231668326432203,1960,32.30059327620303,50.77720207253886,15219,79.7683316735678,4108,67.69940672379697,26.99257507063539,19080,7.9349566446944335,6068,17.986720417358313,31.80293501048218
2020-06-30T11:00,unknown,14,36.84210526315789,0,0.0,0.0,24,63.1578947368421,0,0.0,0.0,38,0.015803372772452227,0,0.0,0.0
