date,age_group,male_cases,male_cases_percentage,male_deaths,male_deaths_percentage,male_fatality_rate,female_cases,female_cases_percentage,female_deaths,female_deaths_percentage,female_fatality_rate,cases,cases_percentage,deaths,deaths_percentage,fatality_rate
2020-12-29T12:00,0-9,40723,51.768280280687485,5,55.55555555555556,0.012278073815779781,37941,48.23171971931252,4,44.44444444444444,0.010542684694657495,78664,3.837391837981125,9,0.012712043955423101,0.01144106579884064
2020-12-29T12:00,10-19,88983,52.328166164847566,6,60.0,0.00674286099592057,81065,47.67183383515243,4,40.0,0.004934311971874422,170048,8.295291458164018,10,0.014124493283803444,0.005880692510350018
2020-12-29T12:00,20-29,124114,50.565075329797025,19,54.285714285714285,0.015308506695457401,121340,49.434924670202975,16,45.714285714285715,0.013186088676446349,245458,11.973946478276861,35,0.04943572649331206,0.014259058576212631
2020-12-29T12:00,30-39,123311,49.0844750857807,94,62.66666666666667,0.0762300200306542,127911,50.915524914219304,56,37.333333333333336,0.04378044108794396,251226,12.255321390835022,150,0.21186739925705164,0.05970719591125122
2020-12-29T12:00,40-49,152263,46.62491961907095,421,69.93355481727575,0.27649527462351325,174307,53.37508038092905,181,30.066445182724255,0.10383977694527471,326571,15.930805577155166,602,0.8502944956849673,0.18433969948342016
2020-12-29T12:00,50-59,178171,48.332894776105235,1765,74.28451178451179,0.9906213693586498,190462,51.66710522389477,611,25.715488215488215,0.32079889951801405,368635,17.982774079555732,2376,3.355979604231698,0.6445399921331398
2020-12-29T12:00,60-69,122158,53.29778925737023,5066,74.30331475506013,4.147088197252738,107041,46.70221074262977,1752,25.696685244939864,1.6367560093795834,229200,11.180847773635639,6818,9.630079520897187,2.9746945898778363
2020-12-29T12:00,70-79,89991,52.29876039541818,12058,68.93042931458298,13.399117689546733,82080,47.70123960458183,5435,31.069570685417027,6.621588693957115,172071,8.39397756220444,17493,24.707976101357364,10.16615234409052
2020-12-29T12:00,80-89,60854,40.58394355301242,16096,55.078018067341915,26.450192263450223,89092,59.41605644698759,13128,44.92198193265809,14.735329771472186,149953,7.315015995636933,29224,41.27741917258718,19.488773148919993
2020-12-29T12:00,>=90,13119,22.623646271642407,4751,33.74289772727273,36.214650506898394,44869,77.3763537283576,9329,66.25710227272728,20.79163787915933,57988,2.8287739995531562,14080,19.88728654359525,24.28088570048976
2020-12-29T12:00,unknown,63,52.5,2,100.0,3.1746031746031744,57,47.5,0,0.0,0.0,120,0.005853847001903476,2,0.0028248986567606885,1.6666666666666667
