date,age_group,male_cases,male_cases_percentage,male_deaths,male_deaths_percentage,male_fatality_rate,female_cases,female_cases_percentage,female_deaths,female_deaths_percentage,female_fatality_rate,cases,cases_percentage,deaths,deaths_percentage,fatality_rate
2020-11-18T11:00,0-9,22665,51.6981820670149,3,50.0,0.013236267372600927,21176,48.3018179329851,3,50.0,0.014166981488477523,43841,3.56035203152269,6,0.013170314111991571,0.013685819210328232
2020-11-18T11:00,10-19,55644,52.80419062802483,1,50.0,0.0017971389547839839,49734,47.19580937197517,1,50.0,0.002010696907548156,105378,8.557806080559248,2,0.004390104703997191,0.0018979293590692555
2020-11-18T11:00,20-29,78248,51.25269370083382,10,66.66666666666666,0.01277987935793886,74423,48.74730629916618,5,33.33333333333333,0.006718353197264286,152675,12.398821797238353,15,0.03292578527997893,0.009824791223186507
2020-11-18T11:00,30-39,74837,49.77386700719635,61,67.77777777777779,0.08151048278258081,75517,50.22613299280365,29,32.22222222222222,0.038401949229974704,150360,12.210819357673222,90,0.1975547116798736,0.05985634477254589
2020-11-18T11:00,40-49,90355,46.69460780767124,290,70.73170731707317,0.3209562282109457,103147,53.30539219232876,120,29.268292682926827,0.11633881741592096,193504,15.71456763093375,410,0.899971464319424,0.21188192492144864
2020-11-18T11:00,50-59,107247,48.63191975622143,1202,75.6926952141058,1.1207772711591002,113281,51.36808024377857,386,24.307304785894207,0.34074557957645146,220532,17.90952656681558,1588,3.4857431349737693,0.7200769049389657
2020-11-18T11:00,60-69,73553,54.72082728862107,3392,75.59616670381101,4.6116405857001075,60862,45.27917271137894,1095,24.40383329618899,1.799152180342414,134416,10.9159982361067,4487,9.849199903417697,3.3381442685394593
2020-11-18T11:00,70-79,55077,53.898772826023134,8059,69.28301237964236,14.632242133740036,47109,46.101227173976866,3573,30.71698762035763,7.58453798637203,102186,8.298581982463391,11632,25.53284895844766,11.383164034212124
2020-11-18T11:00,80-89,38199,41.48367759171174,10385,55.43397032134087,27.18657556480536,53883,58.51632240828827,8349,44.56602967865913,15.494682924113356,92089,7.478598987954038,18734,41.12211076234168,20.34336348532398
2020-11-18T11:00,>=90,8219,22.66310042464016,2880,33.550792171481824,35.04075921644969,28047,77.33689957535984,5704,66.44920782851817,20.337290975861947,36266,2.945182061887317,8584,18.84232938955594,23.669552749131416
2020-11-18T11:00,unknown,63,52.5,6,66.66666666666666,9.523809523809524,57,47.5,3,33.33333333333333,5.263157894736842,120,0.009745266845708873,9,0.019755471167987357,7.5
